,5%Greedy_1 0.00001,5%Greedy_2 0.00001,5%Greedy_3 0.00001,5%Greedy_4 0.00001
1131,1875,1835,1510,1310
1132,1875,1835,1510,1310
1133,1875,1835,1510,1310
1134,1875,1835,1510,1310
1135,1875,1835,1510,1310
1136,1875,1835,1510,1310
1137,1875,1835,1510,1310
1138,1875,1835,1510,1310
1139,1875,1835,1510,1310
1140,1875,1840,1510,1310
1141,1875,1840,1510,1305
1142,1875,1840,1505,1305
1143,1875,1840,1505,1305
1144,1875,1840,1540,1305
1145,1875,1840,1540,1305
1146,1875,1840,1540,1305
1147,1875,1840,1540,1305
1148,1875,1840,1540,1305
1149,1875,1840,1545,1305
1150,1875,1840,1545,1305
1151,1875,1840,1545,1305
1152,1875,1840,1545,1305
1153,1875,1840,1545,1305
1154,1875,1840,1545,1305
1155,1875,1840,1545,1305
1156,1875,1840,1545,1305
1157,1875,1840,1545,1305
1158,1875,1840,1545,1305
1159,1875,1840,1545,1305
1160,1875,1845,1545,1305
1161,1875,1845,1545,1305
1162,1875,1845,1545,1305
1163,1875,1845,1545,1305
1164,1875,1845,1545,1305
1165,1875,1845,1545,1305
1166,1875,1845,1545,1305
1167,1875,1845,1545,1305
1168,1875,1845,1545,1305
1169,1875,1845,1545,1305
1170,1875,1845,1545,1305
1171,1875,1845,1545,1340
1172,1875,1845,1545,1375
1173,1880,1845,1545,1375
1174,1880,1880,1545,1375
1175,1880,1880,1545,1375
1176,1880,1915,1545,1410
1177,1880,1915,1545,1410
1178,1880,1915,1545,1410
1179,1880,1915,1545,1410
1180,1880,1915,1545,1410
1181,1880,1915,1545,1410
1182,1880,1915,1580,1410
1183,1880,1915,1580,1410
1184,1880,1950,1580,1410
1185,1880,1950,1580,1410
1186,1875,1950,1575,1410
1187,1875,1950,1575,1410
1188,1875,1950,1575,1410
1189,1875,1950,1575,1410
1190,1875,1950,1575,1410
1191,1875,1950,1575,1410
1192,1875,1950,1575,1410
1193,1875,1950,1575,1410
1194,1875,1950,1575,1410
1195,1875,1950,1575,1410
1196,1875,1950,1575,1410
1197,1875,1950,1575,1410
1198,1875,1950,1575,1410
1199,1875,1950,1575,1410
1200,1875,1950,1610,1405
1201,1875,1950,1610,1405
1202,1875,1950,1610,1405
1203,1875,1950,1610,1405
1204,1875,1950,1610,1405
1205,1875,1950,1615,1405
1206,1875,1950,1615,1405
1207,1875,1950,1620,1405
1208,1875,1950,1620,1405
1209,1875,1950,1620,1405
1210,1875,1950,1620,1405
1211,1875,1950,1620,1405
1212,1870,1950,1655,1405
1213,1870,1955,1655,1405
1214,1870,1955,1655,1405
1215,1870,1960,1655,1405
1216,1870,1960,1655,1405
1217,1875,1965,1655,1405
1218,1875,1965,1655,1405
1219,1875,1970,1655,1405
1220,1875,1970,1655,1405
1221,1875,1965,1655,1405
1222,1875,1965,1655,1405
1223,1875,1965,1655,1405
1224,1875,1965,1655,1405
1225,1875,1965,1655,1405
1226,1875,1965,1655,1405
1227,1875,1965,1655,1405
1228,1875,1965,1655,1400
1229,1875,1960,1655,1400
1230,1875,1960,1655,1400
1231,1875,1960,1655,1400
1232,1875,1960,1655,1400
1233,1875,1960,1655,1400
1234,1875,1960,1655,1400
1235,1875,1960,1655,1400
1236,1875,1960,1655,1400
1237,1875,1960,1655,1435
1238,1875,1965,1655,1435
1239,1875,1965,1655,1435
1240,1875,1965,1655,1435
1241,1875,1965,1655,1435
1242,1875,1965,1655,1430
1243,1875,1965,1655,1430
1244,1875,1965,1655,1430
1245,1875,2000,1655,1430
1246,1875,2000,1655,1430
1247,1875,2000,1655,1430
1248,1875,2000,1690,1430
1249,1875,2005,1690,1430
1250,1875,2005,1690,1430
1251,1875,2010,1690,1430
1252,1875,2010,1690,1430
1253,1875,2010,1695,1430
1254,1875,2010,1695,1430
1255,1875,2010,1695,1430
1256,1875,2010,1695,1430
1257,1875,2010,1695,1430
1258,1875,2015,1695,1430
1259,1875,2015,1695,1430
1260,1875,2015,1695,1430
1261,1875,2015,1695,1430
1262,1875,2015,1695,1430
1263,1875,2015,1695,1430
1264,1875,2015,1695,1430
1265,1875,2015,1695,1430
1266,1875,2015,1695,1430
1267,1875,2015,1695,1430
1268,1875,2020,1695,1430
1269,1875,2020,1695,1430
1270,1875,2020,1695,1430
1271,1875,2020,1695,1430
1272,1880,2020,1695,1430
1273,1875,2020,1695,1430
1274,1875,2020,1730,1430
1275,1875,2020,1730,1430
1276,1875,2020,1730,1430
1277,1875,2020,1730,1430
1278,1875,2020,1730,1430
1279,1880,2025,1735,1435
1280,1880,2025,1735,1430
1281,1880,2025,1735,1430
1282,1880,2025,1735,1430
1283,1880,2025,1735,1430
1284,1880,2025,1735,1430
1285,1880,2025,1735,1430
1286,1880,2025,1735,1430
1287,1880,2025,1735,1425
1288,1880,2025,1730,1425
1289,1880,2025,1730,1425
1290,1880,2025,1730,1425
1291,1880,2025,1730,1425
1292,1880,2025,1730,1425
1293,1880,2025,1730,1425
1294,1880,2025,1735,1425
1295,1880,2030,1735,1425
1296,1880,2030,1735,1425
1297,1875,2030,1735,1425
1298,1875,2030,1735,1420
1299,1875,2030,1735,1420
1300,1875,2030,1735,1420
1301,1875,2030,1735,1420
1302,1875,2030,1735,1420
1303,1875,2030,1770,1420
1304,1875,2030,1770,1420
1305,1875,2035,1770,1420
1306,1875,2035,1770,1420
1307,1875,2035,1770,1420
1308,1875,2035,1770,1420
1309,1875,2070,1770,1420
1310,1875,2070,1805,1420
1311,1875,2070,1805,1420
1312,1875,2070,1805,1420
1313,1875,2070,1805,1420
1314,1870,2105,1805,1420
1315,1870,2105,1805,1420
1316,1905,2105,1805,1420
1317,1905,2105,1805,1420
1318,1905,2110,1805,1420
1319,1905,2110,1805,1420
1320,1905,2110,1805,1420
1321,1905,2110,1805,1420
1322,1905,2145,1805,1420
1323,1905,2145,1805,1420
1324,1905,2145,1800,1420
1325,1905,2145,1800,1420
1326,1905,2145,1800,1420
1327,1905,2145,1800,1420
1328,1905,2145,1800,1420
1329,1905,2145,1800,1420
1330,1905,2145,1800,1420
1331,1905,2145,1800,1420
1332,1905,2145,1800,1420
1333,1905,2145,1800,1420
1334,1905,2145,1800,1415
1335,1905,2145,1800,1415
1336,1905,2145,1800,1415
1337,1905,2145,1800,1415
1338,1905,2145,1800,1420
1339,1905,2145,1800,1420
1340,1905,2145,1800,1420
1341,1905,2145,1795,1420
1342,1910,2145,1795,1420
1343,1910,2145,1795,1420
1344,1910,2145,1795,1420
1345,1910,2145,1795,1420
1346,1910,2145,1795,1420
1347,1910,2145,1795,1420
1348,1910,2145,1795,1420
1349,1910,2145,1795,1420
1350,1910,2145,1795,1455
1351,1910,2145,1795,1460
1352,1910,2145,1795,1460
1353,1910,2145,1800,1460
1354,1910,2145,1835,1460
1355,1910,2145,1835,1460
1356,1910,2145,1835,1460
1357,1910,2145,1835,1460
1358,1910,2145,1835,1460
1359,1915,2150,1835,1465
1360,1915,2150,1830,1465
1361,1915,2150,1830,1465
1362,1915,2150,1830,1465
1363,1920,2150,1830,1465
1364,1920,2150,1830,1465
1365,1920,2150,1830,1465
1366,1920,2150,1830,1465
1367,1920,2150,1830,1465
1368,1925,2150,1830,1465
1369,1925,2150,1830,1470
1370,1925,2150,1830,1470
1371,1925,2150,1830,1470
1372,1925,2150,1830,1470
1373,1925,2150,1830,1470
1374,1925,2185,1830,1470
1375,1925,2185,1830,1470
1376,1925,2185,1830,1470
1377,1960,2185,1830,1470
1378,1960,2185,1830,1470
1379,1960,2185,1830,1470
1380,1955,2185,1830,1470
1381,1955,2185,1830,1470
1382,1955,2185,1830,1470
1383,1990,2185,1830,1470
1384,1990,2185,1830,1470
1385,1995,2190,1830,1470
1386,1995,2190,1825,1470
1387,1995,2190,1825,1470
1388,1995,2190,1860,1470
1389,1995,2190,1855,1470
1390,1995,2190,1855,1470
1391,2030,2190,1855,1470
1392,2030,2190,1855,1470
1393,2030,2190,1855,1470
1394,2030,2190,1855,1465
1395,2030,2190,1855,1465
1396,2030,2190,1855,1465
1397,2030,2190,1855,1465
1398,2030,2190,1855,1465
1399,2035,2195,1855,1470
1400,2035,2195,1855,1470
1401,2040,2195,1855,1470
1402,2040,2200,1860,1475
1403,2035,2200,1860,1475
1404,2035,2200,1860,1475
1405,2035,2200,1860,1470
1406,2035,2200,1860,1470
1407,2070,2200,1860,1470
1408,2070,2200,1860,1470
1409,2070,2200,1860,1470
1410,2070,2200,1895,1470
1411,2070,2200,1895,1470
1412,2070,2200,1895,1470
1413,2070,2200,1895,1470
1414,2070,2235,1895,1465
1415,2070,2240,1895,1465
1416,2070,2240,1895,1465
1417,2070,2240,1895,1465
1418,2070,2240,1895,1465
1419,2075,2245,1895,1465
1420,2075,2245,1895,1465
1421,2075,2245,1895,1465
1422,2075,2245,1895,1465
1423,2075,2245,1895,1465
1424,2080,2250,1895,1465
1425,2080,2250,1895,1465
1426,2080,2250,1895,1465
1427,2080,2250,1895,1465
1428,2080,2250,1895,1465
1429,2080,2250,1895,1465
1430,2080,2250,1890,1465
1431,2080,2255,1890,1465
1432,2080,2255,1890,1465
1433,2080,2255,1890,1465
1434,2080,2255,1890,1465
1435,2080,2255,1890,1465
1436,2080,2255,1890,1465
1437,2080,2255,1895,1465
1438,2080,2255,1895,1465
1439,2080,2290,1890,1465
1440,2080,2290,1890,1465
1441,2080,2290,1890,1465
1442,2080,2290,1890,1465
1443,2080,2290,1890,1465
1444,2080,2290,1890,1465
1445,2080,2290,1890,1465
1446,2080,2290,1890,1465
1447,2080,2290,1890,1465
1448,2080,2290,1890,1465
1449,2080,2290,1890,1465
1450,2080,2290,1890,1465
1451,2080,2290,1890,1465
1452,2080,2290,1890,1465
1453,2080,2290,1890,1465
1454,2080,2290,1890,1465
1455,2080,2290,1890,1465
1456,2080,2290,1890,1465
1457,2080,2290,1890,1465
1458,2080,2290,1890,1465
1459,2080,2290,1890,1465
1460,2085,2290,1890,1465
1461,2085,2290,1890,1465
1462,2080,2290,1925,1465
1463,2080,2290,1925,1470
1464,2080,2290,1925,1470
1465,2080,2290,1925,1470
1466,2080,2290,1925,1470
1467,2080,2290,1925,1470
1468,2115,2290,1925,1505
1469,2115,2290,1925,1505
1470,2115,2290,1925,1505
1471,2115,2290,1925,1505
1472,2115,2290,1925,1500
1473,2115,2290,1925,1500
1474,2115,2290,1925,1500
1475,2115,2290,1925,1500
1476,2115,2290,1925,1500
1477,2115,2290,1925,1500
1478,2115,2290,1960,1500
1479,2115,2290,1960,1500
1480,2115,2290,1960,1500
1481,2120,2295,1960,1500
1482,2120,2295,1965,1500
1483,2120,2295,1965,1500
1484,2120,2295,1965,1500
1485,2120,2295,1965,1500
1486,2120,2295,1965,1500
1487,2120,2295,1965,1500
1488,2155,2295,1965,1500
1489,2155,2295,1965,1500
1490,2155,2295,1965,1500
1491,2155,2295,1965,1500
1492,2155,2295,1965,1500
1493,2155,2295,1965,1500
1494,2155,2295,1965,1500
1495,2155,2295,1965,1500
1496,2155,2295,1965,1500
1497,2155,2295,1965,1500
1498,2160,2295,1965,1500
1499,2160,2295,1965,1500
1500,2160,2295,1965,1500
1501,2160,2295,1965,1500
1502,2160,2295,1965,1500
1503,2165,2295,1965,1500
1504,2165,2295,1965,1500
1505,2165,2295,1965,1500
1506,2165,2295,1965,1500
1507,2165,2295,1965,1500
1508,2165,2295,1965,1500
1509,2165,2295,1965,1500
1510,2165,2295,1965,1500
1511,2165,2295,2000,1495
1512,2165,2295,2000,1495
1513,2165,2295,2000,1495
1514,2165,2295,2035,1495
1515,2165,2295,2035,1495
1516,2165,2295,2035,1495
1517,2165,2295,2035,1495
1518,2165,2295,2035,1495
1519,2165,2295,2035,1495
1520,2165,2295,2035,1495
1521,2165,2295,2035,1495
1522,2165,2295,2035,1495
1523,2165,2290,2035,1495
1524,2160,2290,2035,1495
1525,2160,2290,2035,1495
1526,2160,2290,2035,1495
1527,2160,2290,2035,1495
1528,2160,2290,2035,1495
1529,2160,2290,2035,1490
1530,2160,2290,2035,1490
1531,2160,2290,2035,1490
1532,2160,2290,2035,1490
1533,2195,2290,2035,1490
1534,2195,2295,2040,1495
1535,2195,2295,2040,1495
1536,2195,2295,2040,1530
1537,2195,2290,2040,1565
1538,2195,2290,2040,1565
1539,2195,2290,2040,1565
1540,2195,2290,2040,1565
1541,2195,2290,2040,1565
1542,2195,2290,2040,1565
1543,2195,2290,2040,1560
1544,2195,2290,2040,1560
1545,2195,2290,2040,1560
1546,2195,2290,2040,1560
1547,2195,2290,2040,1560
1548,2195,2290,2040,1560
1549,2195,2290,2040,1560
1550,2195,2290,2040,1595
1551,2195,2290,2040,1595
1552,2195,2290,2040,1595
1553,2195,2290,2040,1590
1554,2195,2290,2040,1590
1555,2195,2290,2035,1590
1556,2195,2290,2035,1590
1557,2195,2290,2035,1585
1558,2195,2290,2035,1585
1559,2195,2290,2035,1585
1560,2195,2290,2035,1585
1561,2195,2290,2035,1590
1562,2195,2290,2035,1590
1563,2195,2290,2035,1590
1564,2195,2290,2035,1590
1565,2195,2290,2035,1590
1566,2195,2290,2035,1590
1567,2195,2290,2035,1590
1568,2195,2290,2035,1590
1569,2195,2290,2035,1585
1570,2195,2290,2030,1585
1571,2195,2290,2030,1585
1572,2190,2290,2030,1585
1573,2190,2290,2065,1585
1574,2190,2290,2065,1585
1575,2190,2290,2065,1585
1576,2190,2290,2065,1585
1577,2190,2290,2065,1585
1578,2190,2290,2065,1585
1579,2190,2290,2065,1585
1580,2190,2290,2065,1585
1581,2190,2285,2100,1620
1582,2190,2285,2100,1625
1583,2190,2285,2100,1625
1584,2190,2285,2100,1625
1585,2190,2290,2100,1625
1586,2190,2290,2100,1625
1587,2225,2290,2100,1625
1588,2225,2290,2100,1625
1589,2225,2290,2100,1625
1590,2225,2295,2100,1625
1591,2225,2295,2095,1625
1592,2225,2295,2095,1625
1593,2225,2295,2095,1625
1594,2225,2295,2095,1625
1595,2225,2295,2095,1625
1596,2225,2295,2095,1625
1597,2225,2295,2095,1625
1598,2225,2295,2095,1625
1599,2225,2295,2095,1625
1600,2225,2295,2095,1625
1601,2225,2290,2090,1625
1602,2225,2290,2090,1620
1603,2225,2290,2090,1620
1604,2225,2290,2090,1620
1605,2225,2290,2090,1620
1606,2225,2290,2090,1620
1607,2225,2290,2090,1620
1608,2225,2290,2090,1620
1609,2225,2290,2090,1620
1610,2225,2285,2090,1655
1611,2225,2285,2090,1655
1612,2225,2285,2090,1650
1613,2225,2285,2090,1650
1614,2225,2285,2090,1650
1615,2225,2285,2090,1650
1616,2225,2285,2090,1650
1617,2225,2285,2085,1650
1618,2225,2285,2085,1650
1619,2225,2290,2085,1650
1620,2225,2290,2085,1650
1621,2225,2295,2085,1655
1622,2225,2295,2080,1655
1623,2260,2330,2075,1655
1624,2260,2330,2075,1690
1625,2260,2330,2075,1690
1626,2260,2330,2075,1690
1627,2260,2330,2075,1690
1628,2260,2330,2075,1690
1629,2295,2330,2070,1690
1630,2295,2330,2070,1690
1631,2295,2330,2105,1690
1632,2295,2330,2105,1690
1633,2295,2330,2105,1690
1634,2295,2330,2105,1690
1635,2295,2330,2105,1685
1636,2295,2330,2105,1685
1637,2295,2335,2105,1685
1638,2295,2335,2105,1685
1639,2295,2335,2105,1685
1640,2295,2335,2105,1685
1641,2295,2335,2105,1685
1642,2295,2335,2105,1685
1643,2295,2335,2105,1685
1644,2295,2335,2105,1685
1645,2295,2335,2105,1685
1646,2295,2335,2105,1685
1647,2295,2335,2105,1720
1648,2295,2335,2105,1720
1649,2290,2335,2100,1720
1650,2290,2335,2100,1720
1651,2290,2335,2105,1720
1652,2290,2335,2105,1720
1653,2290,2335,2105,1720
1654,2290,2335,2105,1720
1655,2290,2335,2105,1715
1656,2290,2335,2105,1715
1657,2290,2335,2105,1715
1658,2325,2330,2105,1715
1659,2325,2330,2105,1715
1660,2325,2330,2105,1715
1661,2325,2330,2105,1715
1662,2325,2330,2105,1715
1663,2325,2330,2105,1715
1664,2325,2330,2110,1715
1665,2325,2330,2110,1715
1666,2325,2330,2105,1715
1667,2320,2330,2100,1715
1668,2320,2330,2100,1715
1669,2320,2330,2100,1715
1670,2320,2330,2100,1715
1671,2355,2330,2100,1715
1672,2355,2330,2100,1715
1673,2355,2330,2100,1715
1674,2390,2330,2095,1715
1675,2390,2330,2095,1715
1676,2390,2330,2095,1715
1677,2390,2330,2095,1715
1678,2390,2330,2095,1715
1679,2390,2330,2090,1715
1680,2390,2330,2085,1715
1681,2390,2330,2085,1715
1682,2390,2330,2120,1750
1683,2390,2330,2120,1750
1684,2390,2330,2125,1750
1685,2390,2365,2160,1750
1686,2390,2365,2160,1750
1687,2390,2365,2160,1750
1688,2390,2365,2160,1750
1689,2390,2365,2160,1750
1690,2390,2365,2160,1750
1691,2390,2365,2160,1750
1692,2390,2365,2160,1750
1693,2390,2365,2160,1750
1694,2390,2365,2160,1750
1695,2390,2365,2160,1750
1696,2390,2365,2160,1750
1697,2390,2365,2160,1750
1698,2390,2365,2160,1750
1699,2390,2365,2160,1750
1700,2390,2365,2160,1750
1701,2390,2365,2195,1750
1702,2395,2370,2195,1755
1703,2400,2375,2200,1760
1704,2400,2375,2200,1760
1705,2405,2375,2200,1760
1706,2405,2375,2200,1760
1707,2405,2375,2200,1760
1708,2405,2375,2195,1760
1709,2405,2375,2195,1760
1710,2405,2375,2195,1760
1711,2405,2375,2195,1760
1712,2405,2380,2195,1760
1713,2405,2380,2195,1795
1714,2405,2380,2195,1795
1715,2405,2380,2195,1800
1716,2405,2380,2230,1800
1717,2405,2380,2230,1800
1718,2405,2380,2230,1800
1719,2405,2380,2230,1795
1720,2405,2380,2230,1795
1721,2405,2380,2230,1795
1722,2405,2380,2230,1795
1723,2405,2380,2230,1795
1724,2405,2380,2230,1795
1725,2405,2380,2230,1795
1726,2405,2380,2265,1795
1727,2405,2380,2260,1795
1728,2405,2380,2260,1795
1729,2405,2385,2260,1795
1730,2405,2385,2260,1795
1731,2405,2385,2260,1795
1732,2440,2385,2260,1795
1733,2445,2390,2260,1795
1734,2445,2390,2260,1795
1735,2445,2390,2260,1795
1736,2445,2390,2260,1795
1737,2445,2390,2260,1795
1738,2445,2390,2260,1795
1739,2445,2390,2260,1795
1740,2445,2390,2260,1795
1741,2440,2390,2255,1795
1742,2445,2390,2255,1795
1743,2445,2390,2255,1795
1744,2445,2390,2255,1795
1745,2445,2390,2255,1795
1746,2445,2390,2255,1795
1747,2445,2390,2255,1795
1748,2445,2390,2255,1795
1749,2445,2390,2250,1795
1750,2445,2390,2285,1795
1751,2445,2390,2285,1830
1752,2445,2390,2285,1830
1753,2445,2390,2285,1830
1754,2445,2390,2285,1830
1755,2445,2390,2285,1830
1756,2445,2390,2285,1830
1757,2445,2390,2285,1830
1758,2445,2390,2285,1830
1759,2445,2390,2285,1830
1760,2445,2390,2285,1830
1761,2445,2390,2285,1830
1762,2445,2390,2285,1825
1763,2445,2390,2285,1825
1764,2445,2390,2285,1825
1765,2445,2390,2285,1825
1766,2445,2390,2285,1825
1767,2445,2390,2285,1825
1768,2440,2390,2285,1820
1769,2440,2390,2285,1820
1770,2440,2390,2285,1820
1771,2440,2390,2285,1820
1772,2440,2390,2285,1820
1773,2440,2390,2285,1820
1774,2440,2390,2285,1815
1775,2440,2390,2320,1810
1776,2440,2390,2320,1810
1777,2440,2390,2320,1810
1778,2440,2395,2320,1810
1779,2440,2390,2355,1810
1780,2440,2390,2355,1810
1781,2440,2390,2355,1845
1782,2440,2390,2355,1845
1783,2440,2390,2390,1845
1784,2440,2390,2390,1845
1785,2445,2390,2390,1845
1786,2445,2390,2390,1845
1787,2445,2390,2390,1845
1788,2445,2390,2390,1845
1789,2445,2390,2390,1845
1790,2445,2390,2390,1845
1791,2445,2390,2390,1845
1792,2445,2390,2390,1845
1793,2445,2390,2390,1845
1794,2445,2390,2390,1845
1795,2445,2390,2390,1845
1796,2445,2390,2425,1845
1797,2480,2390,2425,1845
1798,2480,2390,2425,1845
1799,2480,2390,2425,1845
1800,2480,2390,2425,1845
1801,2480,2390,2425,1845
1802,2480,2390,2425,1845
1803,2480,2390,2425,1845
1804,2480,2390,2460,1845
1805,2480,2390,2460,1845
1806,2480,2390,2460,1845
1807,2480,2390,2460,1845
1808,2480,2390,2460,1845
1809,2480,2390,2460,1845
1810,2480,2390,2460,1845
1811,2480,2390,2460,1845
1812,2480,2390,2460,1845
1813,2480,2390,2460,1845
1814,2480,2390,2460,1845
1815,2480,2390,2460,1845
1816,2480,2390,2460,1845
1817,2480,2390,2495,1845
1818,2480,2390,2495,1840
1819,2480,2390,2495,1840
1820,2480,2390,2495,1840
1821,2480,2390,2495,1840
1822,2480,2390,2495,1840
1823,2480,2425,2495,1840
1824,2480,2425,2495,1840
1825,2480,2425,2495,1840
1826,2480,2425,2495,1840
1827,2480,2425,2495,1840
1828,2480,2425,2495,1840
1829,2480,2425,2495,1840
1830,2480,2425,2495,1845
1831,2480,2425,2495,1845
1832,2480,2460,2495,1845
1833,2480,2460,2495,1845
1834,2480,2460,2495,1845
1835,2480,2460,2495,1845
1836,2480,2460,2495,1845
1837,2480,2460,2495,1845
1838,2480,2460,2495,1845
1839,2480,2460,2495,1845
1840,2480,2465,2495,1845
1841,2480,2465,2500,1845
1842,2475,2465,2500,1845
1843,2475,2465,2500,1845
1844,2475,2465,2500,1845
1845,2475,2465,2500,1845
1846,2475,2465,2500,1845
1847,2475,2465,2500,1845
1848,2475,2465,2500,1845
1849,2475,2465,2500,1845
1850,2475,2465,2500,1845
1851,2475,2465,2500,1845
1852,2475,2465,2500,1845
1853,2475,2465,2500,1845
1854,2475,2460,2535,1845
1855,2475,2460,2535,1845
1856,2510,2460,2530,1845
1857,2510,2460,2530,1845
1858,2510,2460,2530,1845
1859,2510,2460,2530,1845
1860,2510,2460,2565,1845
1861,2510,2460,2565,1845
1862,2510,2460,2565,1845
1863,2510,2460,2565,1845
1864,2510,2460,2565,1845
1865,2510,2460,2565,1845
1866,2510,2460,2565,1845
1867,2510,2460,2565,1845
1868,2510,2460,2565,1845
1869,2510,2460,2565,1845
1870,2505,2460,2565,1880
1871,2505,2460,2565,1880
1872,2505,2455,2565,1880
1873,2505,2455,2565,1880
1874,2505,2455,2565,1880
1875,2505,2490,2565,1880
1876,2505,2490,2565,1880
1877,2505,2490,2565,1880
1878,2540,2490,2565,1880
1879,2540,2490,2565,1880
1880,2540,2490,2565,1880
1881,2540,2490,2565,1880
1882,2540,2490,2565,1880
1883,2540,2490,2565,1880
1884,2540,2490,2565,1880
1885,2540,2490,2570,1880
1886,2540,2490,2570,1880
1887,2540,2490,2570,1880
1888,2540,2485,2570,1880
1889,2540,2485,2570,1880
1890,2540,2485,2570,1880
1891,2535,2485,2570,1880
1892,2535,2485,2570,1880
1893,2535,2485,2570,1880
1894,2535,2485,2570,1880
1895,2530,2485,2570,1880
1896,2530,2485,2570,1880
1897,2530,2485,2570,1880
1898,2530,2485,2570,1880
1899,2530,2485,2570,1880
1900,2525,2485,2570,1880
1901,2525,2485,2570,1880
1902,2525,2485,2570,1880
1903,2525,2485,2570,1880
1904,2525,2485,2570,1880
1905,2525,2485,2605,1880
1906,2525,2485,2605,1880
1907,2525,2485,2605,1880
1908,2525,2485,2605,1880
1909,2525,2485,2605,1880
1910,2525,2485,2605,1880
1911,2525,2485,2605,1880
1912,2525,2485,2605,1880
1913,2525,2485,2605,1880
1914,2525,2485,2605,1880
1915,2525,2485,2605,1880
1916,2525,2485,2605,1880
1917,2525,2485,2605,1880
1918,2525,2490,2605,1885
1919,2525,2490,2605,1885
1920,2525,2490,2605,1880
1921,2525,2490,2605,1880
1922,2525,2490,2605,1880
1923,2525,2490,2605,1880
1924,2560,2490,2605,1880
1925,2560,2490,2605,1880
1926,2560,2490,2605,1880
1927,2560,2490,2640,1880
1928,2560,2525,2635,1875
1929,2560,2525,2630,1875
1930,2560,2525,2630,1875
1931,2560,2525,2630,1875
1932,2560,2530,2635,1875
1933,2560,2530,2635,1875
1934,2560,2530,2635,1875
1935,2560,2530,2635,1875
1936,2560,2530,2635,1875
1937,2560,2530,2635,1875
1938,2560,2530,2635,1880
1939,2560,2530,2635,1880
